id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
10154,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_2
58899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
43628,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,2,0,0,1,0,1,41,1,0,0,0,1,1,0,3,0,1,1,0,0,0,2,0,0,0,11,0,1,0,0,0,0,0,2,1,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,2,0,Class_6
38084,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,4,0,1,0,0,0,2,0,2,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0,Class_6
58948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_9
10444,0,0,0,0,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_2
53399,0,0,0,0,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,12,0,0,0,0,1,0,0,3,1,1,0,1,1,0,1,0,0,0,0,1,0,0,10,4,1,0,0,0,2,2,1,0,1,2,0,2,0,0,0,1,0,0,4,1,0,1,11,0,0,0,0,1,0,3,0,0,0,0,7,0,0,0,3,0,1,0,0,0,0,Class_8
31988,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,7,0,1,1,3,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,1,1,0,5,1,1,19,1,2,0,0,1,1,10,0,0,0,1,0,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,Class_6
56063,0,3,2,6,1,0,4,0,0,3,3,0,0,0,0,4,0,1,0,1,0,1,2,0,2,0,0,0,1,0,9,0,0,1,10,0,0,14,0,0,0,0,0,1,0,0,0,0,0,3,0,2,1,6,1,0,0,2,0,0,0,6,2,0,0,1,0,0,0,6,2,0,1,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,3,0,0,1,Class_8
29771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_5
36,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,16,0,0,0,0,0,1,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_1
42337,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,5,0,0,0,0,0,1,13,0,1,0,0,0,1,2,0,0,0,0,4,1,0,2,0,0,0,3,1,0,0,0,1,2,1,0,1,0,0,0,0,1,0,0,1,2,8,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,Class_6
19935,0,0,1,0,0,0,0,0,3,1,0,0,0,0,23,6,1,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,0,2,2,1,0,0,0,0,0,0,0,0,1,7,0,2,0,0,1,0,0,8,1,1,0,1,1,0,0,6,0,5,1,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,2,0,0,0,0,Class_3
52514,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,6,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,2,0,0,0,6,0,0,0,1,4,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_8
28960,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_5
9873,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,Class_2
37452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
56728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_8
45201,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,1,1,7,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,14,0,2,0,1,0,1,0,0,0,0,0,3,0,0,1,0,1,6,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,Class_6
32538,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_6
39783,0,0,2,3,0,0,0,0,0,0,6,1,0,0,0,2,0,5,0,0,1,3,0,2,1,12,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,2,0,2,2,0,0,0,0,3,0,0,0,0,0,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Class_6
1597,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,4,2,0,0,0,0,0,0,3,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,23,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Class_1
51959,0,0,0,1,0,0,0,2,3,0,0,0,0,0,0,2,0,2,0,1,0,1,0,8,2,0,0,0,0,0,0,0,1,1,0,3,3,4,0,0,0,1,0,2,0,0,0,1,0,6,0,0,0,3,0,0,3,0,2,1,0,0,0,43,0,3,7,1,0,5,2,1,1,0,1,0,0,0,0,0,0,0,0,0,4,2,4,0,0,9,0,0,0,Class_8
56489,1,0,1,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,12,0,0,0,0,0,0,0,0,0,1,2,2,0,1,0,0,0,0,0,0,4,0,0,0,0,Class_8
6199,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,Class_2
6275,1,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,0,0,0,Class_2
1681,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,5,0,2,0,0,0,0,0,0,1,0,2,3,0,1,0,2,1,1,0,1,0,0,0,1,1,0,0,0,0,5,1,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Class_1
35079,0,0,7,13,0,0,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,2,0,10,0,2,1,0,0,0,0,17,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,Class_6
889,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,0,2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,Class_1
26399,0,0,1,1,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,0,0,4,0,0,8,3,0,0,0,0,0,0,0,0,0,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,Class_4
45175,0,0,4,4,0,0,0,0,0,0,9,0,0,2,0,4,0,2,0,0,4,2,0,4,0,0,3,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,4,0,0,0,0,Class_6
57224,0,0,0,0,0,0,0,9,0,0,0,0,4,0,0,0,2,1,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,14,2,0,0,1,0,1,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,12,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Class_9
56759,0,1,0,0,0,0,1,0,0,1,2,0,0,0,0,1,4,5,8,5,0,6,0,13,1,0,0,0,1,0,1,0,1,0,2,0,0,7,0,2,0,0,0,1,0,0,0,0,1,2,0,4,0,6,4,0,1,0,0,1,0,1,1,1,0,1,1,0,26,4,0,1,5,1,1,12,0,0,2,1,0,0,0,0,0,0,6,0,5,1,0,0,0,Class_8
12543,3,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,Class_2
50799,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,5,1,0,1,0,5,0,0,0,0,0,0,0,3,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,2,0,0,0,3,0,1,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,27,0,0,0,Class_8
4212,0,0,0,0,0,0,1,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,6,0,0,0,1,0,0,0,3,1,0,0,0,0,1,2,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,2,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,Class_2
10790,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,Class_2
22828,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,6,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,2,0,1,9,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,Class_3
45442,0,0,21,7,0,0,0,1,1,1,8,0,0,0,0,4,1,1,0,1,0,1,0,0,0,0,7,3,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,4,14,0,0,2,0,0,0,0,12,0,0,1,0,0,0,1,0,2,0,2,1,0,0,1,0,0,1,0,0,0,0,0,0,1,4,0,8,0,0,0,0,0,0,4,0,0,0,0,Class_6
26686,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,5,0,2,0,0,0,2,0,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,9,1,0,1,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,3,0,Class_4
7213,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
6242,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_2
58655,0,0,1,0,0,0,0,4,0,0,0,1,4,3,0,11,2,0,0,0,3,1,0,2,1,0,0,0,0,0,0,4,3,1,0,5,0,1,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,4,1,0,0,0,11,0,0,5,0,1,0,2,18,0,1,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,0,0,Class_9
48765,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1,0,1,1,0,1,14,0,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,Class_8
45365,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,5,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,Class_6
6071,0,0,0,1,0,0,0,0,0,0,0,0,0,1,16,9,0,2,0,0,0,0,0,1,3,0,0,0,0,0,0,1,1,1,0,0,0,3,0,7,0,0,2,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0,0,0,3,0,2,0,0,1,0,0,1,0,8,0,2,0,0,0,0,0,0,0,0,0,0,3,3,0,2,2,2,0,1,1,Class_2
58247,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,1,0,0,9,0,0,0,0,1,0,0,0,0,0,1,3,0,0,0,0,2,1,1,0,0,0,6,3,0,6,0,5,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,Class_9
10337,2,0,0,0,0,0,0,0,1,0,1,0,1,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,Class_2
24670,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,Class_3
5371,0,0,0,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,3,9,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,Class_2
31472,0,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,Class_5
51501,0,11,2,0,0,0,0,0,0,0,1,1,1,4,1,3,1,0,32,4,0,0,2,38,0,0,0,0,0,1,0,11,0,0,4,1,2,4,2,0,2,0,0,1,0,0,0,2,1,8,0,1,0,1,0,0,0,32,0,1,0,1,0,1,1,1,8,0,20,0,2,0,9,5,3,5,0,0,3,3,0,0,13,0,1,2,0,1,1,60,3,1,0,Class_8
36327,1,0,0,0,1,0,0,2,0,0,2,0,1,0,4,5,15,2,3,1,0,0,13,17,0,1,0,0,0,6,3,4,0,0,2,1,1,3,1,0,1,2,2,0,1,2,0,5,0,0,8,0,1,0,1,0,9,1,0,18,1,1,1,2,0,3,5,2,0,0,2,0,2,1,2,3,0,0,0,0,2,0,14,0,0,0,0,0,0,0,5,1,0,Class_6
21373,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Class_3
35565,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,4,0,1,0,0,9,1,0,0,0,1,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,Class_6
46749,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,8,0,0,0,0,5,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,Class_7
14506,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,Class_2
