id,Class_1,Class_2,Class_3,Class_4,Class_5,Class_6,Class_7,Class_8,Class_9
20,0.00086705,0.98367304,0.006536,0.00060797,4.502e-05,0.00199301,0.00319907,0.00199142,0.00108741
21,0.00067971,0.64386421,0.30856141,0.03388557,0.00024663,0.00053796,0.00871386,0.00137792,0.00213274
22,3.533e-05,0.00734944,0.95893884,0.00915708,2.368e-05,6.544e-05,0.02431626,5.63e-05,5.759e-05
23,0.00082039,0.31273121,0.51081002,0.14083301,0.00129447,0.00179039,0.03013231,0.00124572,0.0003425
24,0.00130928,0.57932502,0.35196823,0.05802745,0.00051259,0.00278324,0.00268818,0.00290454,0.00048149
25,0.02079292,0.00352652,0.00125488,0.0003723,0.0004626,0.02537972,0.94124079,0.00274912,0.00422114
26,0.00016849,0.51350844,0.45059773,0.00086597,0.00012375,0.00178636,0.00223714,0.03054035,0.00017171
27,9.268e-05,0.00030293,5.994e-05,0.000598,0.99858534,0.00014115,6.088e-05,0.00010943,4.969e-05
28,0.00032009,0.5646525,0.35806009,0.07210322,7.52e-05,0.00031586,0.00389905,0.00028326,0.00029072
29,0.07335545,0.00150684,0.00535577,0.00073647,0.00027946,0.08247552,0.79690903,0.01820356,0.0211779
30,0.7662006,0.00160724,0.00218587,0.00114582,0.00021379,0.12508397,0.03919705,0.03599876,0.02836684
31,1.418e-05,7.329e-05,4.318e-05,2.656e-05,2.1e-06,0.99972206,2.515e-05,6.387e-05,2.96e-05
32,0.02860976,0.65398574,0.17581548,0.02140285,0.00392489,0.04142598,0.01902292,0.01594147,0.0398709
33,7.385e-05,0.27457467,0.72297388,0.00022987,0.00073129,0.00030324,0.00044174,0.00042381,0.00024768
34,0.00241001,0.00237063,0.00023919,0.00604313,0.98541498,0.00065443,0.00053168,0.00110759,0.00122832
35,0.0019627,0.00026559,0.0002446,0.00010666,1.646e-05,0.00478428,0.02268916,0.969491,0.0004396
36,0.00262463,0.00012786,0.00029443,7.111e-05,2.614e-05,0.00624541,8.264e-05,0.98920178,0.00132596
37,0.11207596,0.33746532,0.15023585,0.13475151,0.00163887,0.0355215,0.07211604,0.00953094,0.14666402
38,0.00034529,0.81020528,0.17139843,0.00557928,9.432e-05,0.00036379,0.01150546,0.00029152,0.00021661
39,0.00061282,0.00019892,7.975e-05,3.703e-05,5.49e-06,0.00074167,0.00047431,0.99748933,0.00036067
40,0.12151654,0.00570822,0.002963,0.00151102,0.00640458,0.00432839,0.00396308,0.01258499,0.84102023
41,0.00024294,0.84874862,0.14362361,0.00469578,5.875e-05,0.00013141,0.00221574,0.00018369,9.949e-05
42,0.0020253,3.853e-05,2.246e-05,4.115e-05,6.082e-05,0.00353034,3.836e-05,0.00309388,0.99114919
43,7.872e-05,0.90203142,0.08834788,0.00802929,0.00011627,0.00025664,0.00036928,0.00020587,0.00056468
44,0.00043269,0.75803071,0.18972272,0.04531777,0.00027211,0.0004884,0.00475154,0.00043329,0.00055074
45,0.00981783,0.83766329,0.08296949,0.01070881,0.00060949,0.02284051,0.00274706,0.01082529,0.02181825
46,0.00069836,0.66038674,0.23990232,0.0731305,0.00033544,0.00068759,0.0234629,0.00088109,0.00051509
47,0.12049456,0.01873027,0.00637702,0.00185004,0.0012432,0.03391622,0.03053592,0.01060017,0.77625263
48,0.00033755,0.27042049,0.70560849,0.0222826,0.00010974,0.00017405,0.00068392,0.00015589,0.00022726
49,0.00080941,0.00088359,0.00111999,0.00051644,3.838e-05,0.99336243,0.00136822,0.0014969,0.00040464
50,0.00881274,0.00033514,0.00027278,0.00122065,3.749e-05,0.96206176,0.0082042,0.0028002,0.016255
51,0.05698706,5.611e-05,2.815e-05,0.00034478,4.289e-05,0.93187684,0.00473347,0.00361696,0.00231369
52,0.00044988,0.42907661,0.55959553,0.00794344,0.00024155,0.00014734,0.00210521,0.00028909,0.00015135
53,8.515e-05,0.00013792,1.957e-05,0.00045423,0.99789739,0.00011473,1.183e-05,0.0002675,0.00101167
54,6.784e-05,0.81409657,0.16464126,0.00020881,0.00025041,0.00178752,0.00092679,0.01790123,0.00011961
55,0.00016425,0.60648847,0.32548764,0.06640118,0.00056582,0.00012498,0.00030784,0.00035412,0.0001057
56,0.00386064,0.00132388,0.00074732,0.00024858,9.498e-05,0.00104231,0.00014313,0.00420385,0.98833537
57,0.00118797,0.93344915,0.05653546,0.00173785,0.00173426,0.00109777,0.00179833,0.00178649,0.00067272
58,0.00220646,0.7755788,0.09109363,0.10643984,0.00314342,0.0135906,0.00121351,0.00401657,0.00271725
59,1.874e-05,5.645e-05,4.599e-05,5.003e-05,4.42e-06,0.99948126,3.253e-05,0.0002339,7.665e-05
60,0.00036332,0.17998554,0.77632701,0.03912758,0.00016484,0.0006193,0.00197118,0.00047868,0.00096249
61,0.00484543,0.43088302,0.41737416,0.04037708,0.00030935,0.01693949,0.08577153,0.00249001,0.00100994
62,0.00037529,0.76805139,0.16049965,0.06682825,0.00020637,0.00069677,0.00174731,0.00071612,0.00087889
63,0.01046557,0.00015872,0.00011525,0.00267286,7.677e-05,0.95843333,0.00162782,0.01523225,0.01121747
64,0.00206676,0.05369442,0.84765619,0.01607888,5.757e-05,0.00758349,0.06905262,0.0019927,0.00181743
65,0.00331425,0.56014818,0.18088494,0.00818026,0.00014185,0.01054018,0.23455489,0.00156479,0.00067067
66,0.00030893,9.115e-05,7.042e-05,0.00060499,1.532e-05,0.99758959,0.00039525,0.00081611,0.0001083
67,0.01100131,0.41384098,0.2290965,0.16557445,0.00141133,0.01634407,0.15133056,0.00606283,0.00533802
68,0.01998727,0.00010203,9.936e-05,4.209e-05,2.724e-05,0.0043571,0.00010318,0.0007219,0.9745599
69,0.00076514,2.892e-05,3.353e-05,8.541e-05,1.409e-05,0.000221,7.2e-05,0.99857724,0.00020267
70,0.00058498,0.4531621,0.12797822,0.40049988,0.00016419,0.00511105,0.00432979,0.0026461,0.00552371
71,0.00059729,0.0016443,0.0005292,5.375e-05,4.478e-05,0.00030601,0.00220574,0.99263763,0.00198128
72,0.00013617,0.98912907,0.00798076,0.00209918,0.00010109,0.00014107,0.00011674,0.00019625,9.968e-05
73,0.00177847,0.06582584,0.90653312,0.01236332,7.292e-05,0.00066191,0.00152936,0.00150398,0.00973101
74,0.00056882,0.93261367,0.04060734,0.01920785,0.00020305,0.00105857,0.00251099,0.00070471,0.00252497
75,0.00051353,9.057e-05,0.00038374,6.922e-05,5.43e-06,0.00574521,0.00266597,0.99003536,0.00049105
76,0.00045157,0.66175067,0.28622815,0.01696216,5.455e-05,0.00050924,0.03294698,0.00041536,0.00068126
77,4.06e-06,3.646e-05,1.817e-05,8.08e-06,7.8e-07,0.99985516,3.114e-05,3.01e-05,1.601e-05
78,2.188e-05,0.00275212,0.99674428,0.00040257,7.62e-06,7.42e-06,3.694e-05,9.12e-06,1.804e-05
79,0.00012989,0.9294849,0.0499428,0.01551627,8.368e-05,0.00027054,0.00416762,0.0001947,0.00020955
80,5.004e-05,0.77589935,0.17941408,0.04423894,0.00011119,8.218e-05,0.00011525,5.28e-05,3.617e-05
81,2.199e-05,3.5e-06,1.12e-06,7.15e-06,4.9e-07,0.99985003,1.615e-05,6.058e-05,3.893e-05
82,0.00027674,0.22763935,0.74994266,0.00906249,4.461e-05,0.00138602,0.01117949,0.00038259,8.606e-05
83,0.00018937,2.954e-05,1.348e-05,2.617e-05,2.7e-06,0.99833316,0.0004278,0.00093341,4.441e-05
84,0.02437828,0.55718619,0.27791125,0.05074142,0.00244265,0.02206127,0.00647164,0.01375913,0.0450482
85,0.00174813,0.12351075,0.79044145,0.03697675,0.00015334,0.00029055,0.04587122,0.00081606,0.0001918
86,0.05247989,0.00056156,0.00028799,0.00012069,0.00012663,0.01272864,0.00028376,0.00257968,0.93083119
87,4.235e-05,2.866e-05,3.488e-05,8.437e-05,3.84e-06,0.9995389,7.647e-05,7.117e-05,0.00011938
88,0.60822356,0.00132819,0.00196857,0.00032253,0.00060213,0.03293993,0.01115635,0.2241101,0.11934863
89,0.00060855,0.00018832,0.00010856,4.394e-05,1.819e-05,0.00234308,8.227e-05,0.99616832,0.00043872
90,0.00018777,0.67380017,0.13682012,0.18669862,0.00029229,0.00024284,0.00123003,0.00059578,0.00013234
91,0.00051873,0.00015229,0.00013638,0.00019084,9.61e-06,0.99505287,0.00039667,0.00311481,0.00042784
92,0.00532025,0.4285647,0.0051537,0.483933,0.00422556,0.05444746,0.00298111,0.00376524,0.01160902
93,0.36087933,0.00704245,0.00364746,0.00153569,0.00054031,0.04187686,0.0320267,0.54957324,0.00287794
94,9.268e-05,0.64917558,0.32901403,0.02018664,0.00011487,0.0001636,0.00093967,0.00014823,0.00016468
95,0.02689766,0.0001857,9.541e-05,0.00149672,6.517e-05,0.66238207,0.0002032,0.0019296,0.30674443
96,1.15e-05,2.685e-05,1.955e-05,0.00024079,1.73e-06,0.99961853,1.178e-05,3.49e-05,3.427e-05
97,2.241e-05,0.93472725,0.06284272,0.00221465,1.126e-05,3.398e-05,9.264e-05,2.1e-05,3.41e-05
98,0.00067695,5.486e-05,4.652e-05,0.00038257,2.746e-05,0.99518013,0.00231263,0.00092526,0.00039367
99,8.966e-05,4.397e-05,1.903e-05,6.904e-05,3.144e-05,0.99922848,0.00010652,0.00034924,6.261e-05
100,0.02283085,0.0004316,0.00046773,0.00081997,5.83e-05,0.09356979,0.01042016,0.86554289,0.0058587
101,0.00014487,0.9781673,0.01023329,0.00763954,0.00019612,0.00024773,0.00271312,0.00023854,0.00041952
102,3.445e-05,6.79e-06,9.35e-06,4.02e-06,1.94e-06,0.99947244,2.852e-05,0.000398,4.446e-05
103,5.058e-05,0.00012053,5.682e-05,2.303e-05,8.05e-06,0.99924171,2.53e-05,0.00024166,0.00023229
104,0.00486723,0.00010086,6.04e-05,3.628e-05,5.56e-06,0.02101138,0.00049211,0.00151003,0.97191614
105,7.045e-05,0.93642557,0.04243032,0.02039314,5.441e-05,6.415e-05,0.00030531,0.0001357,0.0001209
106,5.377e-05,0.00011738,0.00016822,9.936e-05,8.84e-06,0.9989624,0.00011416,0.00033686,0.00013898
107,0.00010443,0.00199121,0.00048716,0.00244498,0.99392503,6.494e-05,0.00037683,0.00015087,0.00045454
108,0.02444595,0.82327312,0.02223906,0.01502729,0.00089879,0.0615977,0.03103602,0.01616735,0.00531471
109,5.379e-05,6.511e-05,5.577e-05,2.685e-05,5.38e-06,0.99842489,1.705e-05,0.0009056,0.00044558
110,2.301e-05,3.392e-05,3.329e-05,5.99e-06,1.69e-06,0.99970585,1.815e-05,0.00012962,4.846e-05
111,0.81626731,0.00321045,0.00055501,0.00178814,0.00035945,0.02712213,0.00178188,0.01906398,0.12985161
112,7.592e-05,0.57865715,0.36600658,0.05330852,0.00012644,7.245e-05,0.0013688,0.00024874,0.00013542
113,0.0002083,0.01638721,0.88898706,0.01044786,3.801e-05,6.789e-05,0.08366694,8.818e-05,0.0001086
114,0.00020741,0.59030426,0.38165882,0.02606465,7.403e-05,0.00011257,0.00119382,0.00016867,0.00021575
115,0.00012188,0.97407609,0.00256623,0.02209054,5.5e-05,0.00014315,0.00065348,4.785e-05,0.00024581
116,0.00010309,0.07280806,0.1033603,0.82293081,4.636e-05,0.00018794,0.00036396,8.12e-05,0.00011826
117,0.00015878,0.88105142,0.11443961,0.00349903,9.764e-05,0.00023357,9.915e-05,0.00022142,0.0001994
118,0.00049358,7.62e-06,1.012e-05,7.02e-06,5.21e-06,0.0001159,1.137e-05,0.99917006,0.00017914
119,0.03690637,0.00073508,0.00156673,0.00058647,8.46e-05,0.06183232,0.00367267,0.88709098,0.00752482
120,0.0002031,0.01742614,0.98084259,0.00103456,4.425e-05,7.971e-05,0.00015416,0.00012318,9.237e-05
121,0.0003435,0.0004957,8.392e-05,0.00037857,0.99815482,0.00012059,0.00015762,0.00010949,0.00015572
122,0.00246038,0.0533158,0.00469539,0.00081876,0.00047735,0.04836638,0.87028259,0.01382745,0.00575583
123,5.93e-06,3.967e-05,1.783e-05,5.8e-06,1.24e-06,0.99973148,2.838e-05,0.00013959,3.003e-05
124,7.238e-05,0.11944354,0.43746695,0.44222242,0.00014718,0.00024864,0.00025507,7.849e-05,6.536e-05
125,0.00502219,0.64716643,0.30480674,0.00710067,0.00026954,0.01264246,0.01504062,0.00299761,0.00495375
126,0.00163142,0.67438573,0.25203225,0.04604212,0.00016377,0.00127247,0.01833934,0.00498269,0.00115018
127,0.00445075,0.23523983,0.68420398,0.0500278,0.00070816,0.0028054,0.01852119,0.00320773,0.00083522
128,0.00096179,0.67260104,0.28287166,0.00495321,0.00012556,0.00055137,0.03597648,0.00150984,0.00044907
129,0.00412762,0.00019058,8.349e-05,0.00041678,0.00024016,0.9862321,0.00070177,0.00425738,0.00375013
130,2.258e-05,1.742e-05,2.255e-05,1.339e-05,1.32e-06,0.99945134,4.03e-05,0.00026095,0.0001702
131,0.00063252,0.14414497,0.66449952,0.00262923,0.00060757,0.1491023,0.02411386,0.01390981,0.00036025
132,0.00016439,0.88464767,0.10746064,0.00586052,0.00020687,0.00071445,0.00044133,0.00031791,0.00018621
133,0.00012751,0.93802297,0.02768942,0.03109527,4.418e-05,0.00042019,0.00093478,0.00045918,0.00120656
134,6.52e-06,2.68e-05,1.07e-05,1.183e-05,1.78e-06,0.99988735,1.216e-05,2.659e-05,1.631e-05
135,0.00342075,0.346394,0.45427078,0.1011692,0.00134196,0.01961291,0.06314287,0.00506223,0.00558528
136,5.325e-05,0.00804299,0.00107925,0.00609832,0.98411059,9.217e-05,0.00017529,0.00010692,0.00024116
137,8.384e-05,0.05168251,0.94383764,0.00275737,7.543e-05,0.00026334,0.00068363,0.00033409,0.00028211
138,0.00712768,0.1827531,0.76909447,0.00351054,0.00155238,0.01048458,0.01119028,0.01078372,0.00350328
139,0.00428222,0.0002305,5.676e-05,9.584e-05,2.811e-05,0.04572807,0.01435354,0.93352562,0.00169938
140,0.02866062,0.00062378,0.00029221,0.00016063,1.713e-05,0.00569135,0.00036945,0.95326567,0.01091915
141,9.971e-05,0.82067138,0.1505582,0.02723538,0.00010525,0.00035012,0.00039794,0.00024135,0.00034068
142,5.12e-05,2.322e-05,3.861e-05,2.043e-05,2.74e-06,0.99842787,0.00042783,0.00097095,3.722e-05
143,0.00070535,0.91149044,0.046878,0.03760812,0.00075729,0.00060498,0.00037781,0.00025058,0.00132739
144,0.00070031,0.63019067,0.32669905,0.03716531,0.00143801,0.00213936,0.00045999,0.00059687,0.00061042
145,0.00416705,0.29432613,0.32061142,0.00858936,0.03140148,0.04521072,0.00248384,0.107135,0.18607502
146,0.00259491,0.85225564,0.07822526,0.04575241,0.00045842,0.0043326,0.01222483,0.00091931,0.00323664
147,0.00017825,0.28156221,0.70379221,0.01064188,9.182e-05,0.00031525,0.00272235,0.0003697,0.00032631
148,0.0015652,2.709e-05,1.607e-05,0.00021482,7.34e-06,0.99497813,0.00138786,0.00048345,0.00131997
149,0.0079729,0.00566081,0.02761502,0.07467762,0.00018861,0.28047711,0.57364666,0.0035875,0.02617378
150,0.00974967,0.00051477,0.00018892,5.402e-05,3.902e-05,0.00499794,0.0088079,0.97432059,0.00132719
151,2.183e-05,6.412e-05,1.496e-05,0.00027291,0.99948895,2.613e-05,1.886e-05,4.486e-05,4.733e-05
152,0.00152474,0.89705127,0.08418574,0.00546606,0.00032148,0.00097555,0.00149608,0.00051697,0.00846212
153,0.00092829,0.95656103,0.03086596,0.00294536,0.00036524,0.00155059,0.00288486,0.00262204,0.00127662
154,0.00014463,0.00022145,0.00022531,0.00018385,2.126e-05,0.99839634,0.00037824,0.0003143,0.00011456
155,0.00164969,0.00050782,0.00068382,0.00011307,4.943e-05,0.00740969,0.000322,0.9734779,0.01578655
156,0.00341861,0.00098305,0.00142452,0.00059622,3.653e-05,0.00907419,0.00276096,0.00279587,0.97891003
157,0.0064556,0.90009624,0.0465376,0.01965174,0.00052209,0.00168685,0.01826319,0.00159814,0.00518853
158,0.00020245,0.88957238,0.01406227,0.09369943,0.00010393,0.00034865,0.00094576,0.00044513,0.00062001
159,0.0035275,0.00161702,0.00098165,0.00423583,7.026e-05,0.97084224,0.00404746,0.01390603,0.00077207
160,0.06175611,0.00027351,0.00014114,0.00093676,0.00085549,0.8402456,0.08399135,0.00867567,0.00312436
161,0.00041881,0.91150415,0.06926981,0.0171653,0.00017104,0.00063941,0.00018897,0.000497,0.00014556
162,0.00022529,0.82842481,0.02082282,0.14631775,4.209e-05,0.0003892,0.00362226,5.521e-05,0.00010058
163,0.00285127,5.712e-05,9.736e-05,0.00047705,9.17e-06,0.99187964,0.00096665,0.00346785,0.0001939
164,2.953e-05,7.261e-05,0.00023792,6.269e-05,1.265e-05,0.00210143,0.00020084,0.99723959,4.273e-05
165,0.00434424,0.48214126,0.47804332,0.02370418,0.0005179,0.00175909,0.00284,0.00240258,0.00424742
166,0.00179785,0.2291498,0.69580495,0.05425935,9.821e-05,0.00150603,0.00942107,0.00768998,0.0002727
167,0.00268431,0.33950549,0.47325546,0.15204827,0.00023153,0.00308375,0.02456189,0.00390259,0.00072672
168,0.00020008,0.00035612,7.968e-05,0.00141771,0.99707007,0.00017042,5.242e-05,0.00026194,0.00039149
169,0.01016397,0.5046531,0.30321714,0.06668648,0.00146398,0.02913487,0.05067589,0.03177919,0.00222541
170,0.00564678,0.82014138,0.15287472,0.00312849,0.0044853,0.00140821,0.00077663,0.00189216,0.00964636
171,0.00023639,0.48339662,0.38053319,0.12119899,0.00024912,0.00104779,0.01247662,0.00058999,0.0002713
172,0.20325981,0.01510227,0.01318532,0.00645424,0.00104228,0.0979038,0.10490174,0.51742733,0.04072323
173,4.725e-05,0.94971937,0.01640493,0.03299322,6.103e-05,0.00053566,0.0001206,7.68e-05,4.115e-05
174,0.08331499,0.00878626,0.00391675,0.00076834,0.00081227,0.00790163,0.00093533,0.00040164,0.89316279
175,0.00305211,0.54381692,0.36907092,0.00109302,0.00340367,0.03628206,0.00925715,0.03073589,0.00328821
176,0.02524224,0.60586911,0.20748334,0.05549506,0.00487993,0.01867101,0.0636832,0.0077447,0.01093138
177,0.0005192,0.57963026,0.07694475,0.33036292,0.00090328,0.0015535,0.0082116,0.00046931,0.00140517
178,0.00015445,0.99097544,0.0069435,0.00123073,0.00018689,0.00012078,7.329e-05,5.695e-05,0.00025797
179,0.57031369,0.00513817,0.00244687,0.00031344,0.00026343,0.08152533,0.2359785,0.08363459,0.02038598
180,0.0039795,0.65588653,0.20823301,0.08616179,0.00099826,0.00477387,0.02665303,0.00662293,0.00669102
181,0.00178042,1.515e-05,9.48e-06,5.245e-05,1.392e-05,0.99341124,0.00184018,0.00270532,0.0001719
182,0.00039508,0.69823104,0.22545636,0.04751857,0.00019435,0.00039437,0.02674579,0.00054624,0.00051817
183,0.00035553,0.82165897,0.01990728,0.00043271,8.785e-05,0.0179087,0.00062095,0.1205515,0.01847649
184,0.02424057,0.01144725,0.00446987,0.06857606,0.0017897,0.82126343,0.01359512,0.02308658,0.03153143
185,0.00131163,0.41448951,0.5712499,0.0027435,0.0037443,0.00190291,0.00099224,0.00161063,0.0019554
186,2.237e-05,4.92e-05,2.15e-05,1.563e-05,1.22e-06,0.99966931,3.385e-05,0.00014274,4.417e-05
187,2.073e-05,5.54e-05,6.02e-06,2.984e-05,4.8e-06,0.99949944,1.718e-05,0.00034044,2.613e-05
188,0.00274676,0.00011542,8.623e-05,0.00064069,2.639e-05,0.99348009,0.00029186,0.000646,0.00196662
189,0.01770269,0.02060206,0.02364178,0.01009337,0.0003025,0.05196385,0.83337998,0.03396609,0.00834765
190,0.00104562,0.00074785,0.00394354,0.00237546,3.576e-05,0.0232945,0.02060431,0.9465549,0.00139807
191,0.00013973,0.47669056,0.51200897,0.00019671,0.00722453,0.00038744,0.00087207,0.00235605,0.00012395
192,0.00200545,0.32072222,0.66665232,0.00483878,0.00025324,0.00105839,0.00057876,0.00049037,0.00340047
193,1.46e-05,9.41e-06,1.501e-05,9.68e-06,1.44e-06,0.99968576,9.234e-05,0.0001314,4.033e-05
194,0.00764389,0.4848741,0.03285378,0.00720602,0.00263629,0.00872468,0.00436173,0.0066008,0.44509873
195,0.00271196,0.00117252,0.00024034,0.02645626,0.00015056,0.92089587,0.00175594,0.00196694,0.04464958
196,6.951e-05,0.76625156,0.19019893,0.04298238,5.663e-05,0.00010845,0.00020468,8.364e-05,4.422e-05
197,0.01110221,0.47219759,0.42153442,0.07287776,0.00015599,0.00053478,0.0205561,0.00049495,0.0005462
198,0.00012513,0.17076132,0.81995267,0.00028987,0.00030974,0.00131889,0.00486568,0.00221166,0.00016506
199,0.00324518,0.00022904,5.976e-05,5.355e-05,2.205e-05,0.99258292,0.00071284,0.00079465,0.00230007
200,0.01505741,0.00024242,0.00011627,0.00037787,8.904e-05,0.95200932,0.00487311,0.02143269,0.00580191
201,1.565e-05,4.105e-05,0.00011322,1.455e-05,2.52e-06,0.99969852,3.175e-05,6.924e-05,1.354e-05
202,0.00857135,0.33731177,0.38655174,0.13412164,0.00111706,0.02675658,0.07829673,0.01907142,0.00820166
203,4.75e-06,0.00010037,2.94e-05,2.691e-05,4.375e-05,0.9996798,5.62e-05,4.825e-05,1.058e-05
204,4.966e-05,0.83042544,0.16400157,0.00520539,6.99e-05,4.388e-05,8.128e-05,8.616e-05,3.674e-05
205,1.644e-05,4.034e-05,2.689e-05,1.072e-05,2.31e-06,0.99955207,0.00013005,0.00019963,2.154e-05
206,6.23e-06,8.5e-06,3.31e-06,2.38e-06,3.3e-07,0.99989367,6.74e-06,7.249e-05,6.31e-06
207,0.01739677,0.00559239,0.00276687,0.00178937,0.01299454,0.00783411,0.00373985,0.04863865,0.89924741
208,0.00014153,0.86969382,0.11965809,0.00972081,7.419e-05,0.00011557,0.00042537,0.00010783,6.283e-05
209,0.02494445,0.00190125,0.00191191,0.00043245,7.518e-05,0.89296442,0.05149592,0.00195861,0.02431577
210,0.00010593,0.12941621,0.86111611,0.00909161,2.405e-05,2.86e-05,0.00011891,2.742e-05,7.12e-05
211,0.00036615,0.00029268,9.633e-05,0.0005185,0.99775094,0.00028512,0.00019402,0.00029009,0.00020622
212,0.00014234,0.72442198,0.26309168,0.01080795,8.191e-05,0.0004671,0.00049168,0.00013338,0.00036195
213,2.552e-05,0.99220443,0.00473811,0.00083533,3.971e-05,6.577e-05,0.00194933,5.15e-05,9.035e-05
214,5.518e-05,1.318e-05,2.857e-05,1.105e-05,2.06e-06,0.00153027,0.0002823,0.99804711,3.022e-05
215,0.0001442,0.00058063,0.00157921,0.00028784,7.49e-06,0.99582797,0.00094614,0.00050131,0.00012516
216,0.00045389,1.47e-05,1.137e-05,0.00032844,2.598e-05,0.9974668,0.00013689,0.00045852,0.00110342
217,0.00118906,0.08684646,0.59374857,0.02640099,0.00048341,0.02421669,0.26217934,0.00286808,0.00206737
218,0.00043008,0.06632875,0.92095065,0.00017448,0.00151707,0.00088409,0.00114687,0.00794781,0.00062016
219,9.245e-05,0.05180563,0.94311285,0.00015149,0.00166172,0.00014759,0.0004131,0.00243352,0.00018166
220,0.00079869,0.00029637,6.765e-05,0.00118945,3.761e-05,0.99632639,0.00064205,0.00034599,0.00029582
221,0.00017776,0.16603667,0.80199665,0.02277445,0.00353417,0.0002727,0.00448323,0.00031362,0.00041075
222,0.00112274,0.42127669,0.41311076,0.11444689,0.00017027,0.00324358,0.04280869,0.00244339,0.00137696
223,0.00098184,0.51986438,0.34878227,0.00115129,0.08344778,0.01723497,0.00446853,0.02284736,0.00122153
224,0.91979748,0.00038582,0.00062606,7.574e-05,0.00014925,0.00622072,0.00457167,0.03083838,0.03733494
225,4.227e-05,0.97267389,0.0222227,0.00446553,2.783e-05,6.827e-05,0.00034889,0.00010775,4.291e-05
226,0.00017841,0.88798612,0.10174752,0.00888153,0.00010439,0.0001754,0.00035495,0.0002535,0.00031814
227,2.679e-05,0.00653913,0.99196976,0.00131925,1.342e-05,1.841e-05,5.295e-05,2.173e-05,3.859e-05
228,0.00438328,0.67038971,0.19824205,0.00221165,0.00219729,0.00172182,0.00146021,0.11410595,0.00528803
229,0.00077061,9.732e-05,2.899e-05,1.124e-05,7.08e-06,0.00028219,0.00012753,0.99790239,0.00077271
230,0.01525822,0.17820977,0.07124745,0.10882405,0.00056648,0.08879874,0.51557362,0.00813021,0.01339147
231,0.01793958,0.29932868,0.36960059,0.18037218,0.00061292,0.01117193,0.09866302,0.01161958,0.0106915
232,0.00470909,0.48105514,0.2233461,0.01461438,0.00055259,0.16920802,0.09171589,0.01331955,0.00147922
233,0.0079272,0.71266013,0.12714165,0.09184886,0.0007395,0.01745537,0.01912119,0.00323857,0.01986748
234,0.00024827,0.00108215,9.104e-05,0.00106475,0.99629706,0.00010485,7.37e-05,0.0004088,0.0006294
235,0.00045934,0.96656001,0.02259131,0.00974614,7.398e-05,0.00010424,0.00012611,9.446e-05,0.00024439
236,0.00012139,0.18877582,0.06454007,0.74467784,6.85e-05,0.00026824,0.00103396,0.00030926,0.00020495
237,2.918e-05,0.00127962,0.00010524,0.00032368,0.99794656,5.759e-05,1.071e-05,0.00011393,0.00013354
238,0.00174761,0.34605873,0.61588776,0.01751117,0.00643947,0.00164018,0.00145573,0.00357962,0.00567973
239,0.58555532,0.00218519,0.00399741,0.00336859,0.00050034,0.11583235,0.08643094,0.13649179,0.06563805
240,0.07606772,0.00118403,0.00094371,0.00480792,0.00084141,0.14631984,0.62227803,0.14540583,0.00215151
